,Title,Description,Price,Rating,Seller
292,Audio-Technica ATH-M50xBT2 Wireless Over-Ear Headphones,"['Manufacturer: Audio-Technica', 'Manufacturer Part Number: ATHM50XBT2', 'UPC: 4961310156183']",$199.00 ,5.0,
293,FiiO Black FII-F1 3.5mm Connector F1 Dynamic In-Ear Monitors with Mic,"['20Hz–20KHz \r', '3.5mm Connector \r', '3.94 ft. Cord Length']",$21.99 ,,Sold & Shipped by Newegg
294,"Refurbished: Anker Soundcore Life Note True Wireless Earbuds with 4 Mics, 40H Playtime, CVC 8.0 Noise Reduction, Graphene Driver, Clear Sound, USB C, Wireless Earphones for Work, Home Office","['Product works and looks like new. 90 Days Warranty.', 'Up to 40 Hours of Playtime: A single charge of the wireless earbuds delivers 7 hours of listening, while the charging case extends that to 40 hours. When you need power fast, charge for 10 minutes and get up to 1 hour of playtime.', '4 Microphones for Crystal-Clear Calls: Each earbud has two microphones with beamforming noise reduction and cVc 8.0 technology to enhance your voice and suppress background noises—ensuring you are heard clearly.', 'Incredible Sound: Life Note’s graphene drivers oscillate with extreme precision for a wider soundstage with exceptional accuracy and clarity. Low frequencies are enhanced by BassUp technology which conducts real-time analysis and intensification.', 'Water-Resistant: Life Note wireless earbuds boast IPX5-rated protection against liquids. The water-resistant casing allows you to keep your conversation going and the music playing—even if you’re caught in heavy downpours.']",$19.99 –,3.0,
295,Shure SE215 Pro Professional Sound Isolating™ Earphones - Clear,"['Awe-inspiring audio with clear sound and deep bass Engineering from decades of experience supporting music legends. Elevates your audio performance in a convenient and portable package.\r', 'Sound Isolating™ technology blocks up to 37 dB of noise to eliminate distractions. Enjoy the most immersive listening experience with a design that keeps earphones in and noise out during exercise or travel.\r', 'Ergonomic, low-profile design Built with the same low-profile design musicians use for monitoring on-stage. Your earphones stay in place providing unmatched, long-wearing comfort even during high-energy activities. Over-the-ear design keeps cables out of the way.\r', 'Detachable 3.5 mm cable allows the SE215 Earphones to attach to different cable accessories with an MMCX connection, including the True Wireless Secure Fit Adapter for Bluetooth connection.\r', 'Durable build quality engineered for professional wear and tear for a lifetime of use. See what we’re made of.']",$99.00 –,4.3,Sold & Shipped by Newegg
296,"TREBLAB Z2, Over Ear Workout Headphones with Microphone, Bluetooth 5.0, Active Noise Cancelling (ANC), Up to 35H Battery Life, Wireless Headphones for Sport, Workout, Running, Gym (Black)","['Active Noise Cancellation', 'Up to 35 hours of playtime / Up to 28 hours with ANC', 'Bluetooth 5.0 aptX and Line-In mode', 'Compatible with all Bluetooth-enabled devices', 'Built-in microphone', 'Touch controls on ear cups']",$89.97 ,4.0,
297,Ausounds AUSANC102 AU-Stream ANC True Wireless Noise Cancelling Earphones - Black,"['Soundproof Noise-Cancellation\r', '13mm AU-Titanium Driver\r', 'Comfort for Long Listening\r', 'Rapid Wireless Charging\r', 'Supports AI Voice Assistant\r', 'Touch Controls']",$80.99 –,2.3,
298,Bose QuietComfort 45 Headphones - White Smoke,"['Enhanced Acoustic Noise Cancelling technology uses six discreet microphones to continuously measure, compare, and react to outside noise, then cancels it with the opposite signal to minimize distractions', 'Choose Quiet Mode for full noise cancelling, or Aware Mode to hear your environment and your music at the same time. Toggle through the modes with the button on the left earcup', 'Plush synthetic leather on the earcup cushions and headband seals you in, while minimal clamping force ensures comfort is maintained through hours of listening', 'Glass-filled nylon reinforces the headband and custom cast-metal hinges maintain their durability each time you take the headphones out or put them in the case', '24 hours of battery life lets you keep the music playing even throughout the longest wireless listening sessions. The headphones charge via USB-C']",$249.00 ,5.0,
299,"TREBLAB Z2, Over Ear Workout Headphones with Microphone, Bluetooth 5.0, Active Noise Cancelling (ANC), Up to 35H Battery Life, Wireless Headphones for Sport, Workout, Running, Gym (Black)","['Active Noise Cancellation', 'Up to 35 hours of playtime / Up to 28 hours with ANC', 'Bluetooth 5.0 aptX and Line-In mode', 'Compatible with all Bluetooth-enabled devices', 'Built-in microphone', 'Touch controls on ear cups']",$89.97 ,4.0,
300,Refurbished: Jabra Elite 85t Black Manufacturer,"['Jabra Advanced Active Noise Cancellation (ANC)™ - Fully adjustable ANC gives you complete control over your level of noise cancellation', 'Adjustable HearThrough - Fully adjustable HearThrough lets you hear the outside world without removing your earbuds', '6-microphone technology - Noise reduction for received voice audio on calls, and wind protection on outgoing voice audio', 'Rechargeable battery - Up to 25 hours battery with charging case (ANC on)', 'IPX4-rated Earbuds']",$74.99 –,1.5,
301,Aluratek Black ABH04FB Bluetooth Wireless Stereo Headphones,"['Hands free support with the built-in microphone\r', 'Up to 33 feet wireless range\r', 'Up to 8 hours playback Lithium-ion battery\r', 'USB recharging\r', 'Play music wirelessly Features Bluetooth Class 2']",$32.99 ,4.2,
100,Acer Gaming Desktop Predator Orion 5000 PO5-640-UR11 Intel Core i7 12th Gen 12700F (2.10GHz) 16GB DDR5 2TB HDD 1 TB PCIe SSD NVIDIA GeForce RTX 3080 Windows 11 Home,"['Intel Core i7 12th Gen 12700F (2.10GHz) \r', '16GB DDR5 \r', '2TB HDD 1 TB PCIe SSD \r', 'Windows 11 Home \r', 'NVIDIA GeForce RTX 3080 10 GB GDDR6X \r', 'Virtual Reality Ready']","$2,604.99 ",,
101,Yeyian Gaming Desktop Katana X10 Intel Core i5 11th Gen 11400F (2.60GHz) 16GB DDR4 500 GB NVMe SSD NVIDIA GeForce RTX 3060 Ti Windows 11 Home 64-bit,"['Intel Core i5 11th Gen 11400F (2.60GHz) \r', '16GB DDR4 \r', '500 GB NVMe SSD \r', 'Windows 11 Home 64-bit \r', 'NVIDIA GeForce RTX 3060 Ti 8 GB GDDR6 \r', 'Virtual Reality Ready']",$949.00 –,3.4,Sold & Shipped by Newegg
102,"Dell Optiplex 7090 Desktop Tower,10th Gen Intel Core i7-10700 8-Core Processor,16GB DDR4, 512GB SSD, Intel HD Graphics,Dual Monitor Capable, Windows 10 Pro","['All orders ship within 1-2 Business days via Expedited shipping', 'Dell Optiplex 7090 Desktop Tower', '10th Generation Intel Core i7-10700 8-Core Processor at 2.90GHz Up to 4.80GHz', '16GB DDR4 RAM', '512GB Solid State Drive', 'Intel HD Graphics', '5 x USB 3.2', '4 x USB 2.0', '1 x USB Type-C 3.2', 'DisplayPort ', '1 x Serial Port', '1 x PS/2 Keyboard Port ', '1 x PS/2 Mouse Port ', '1 x RJ-45 Ethernet Port ', 'Dual Monitor Capable', 'Windows 10 Pro 64 Bit']",$849.00 ,,C & C Tech Products
103,MSI Gaming Desktop MPG Trident AS 12TD-030US Intel Core i7 12th Gen 12700F (2.10GHz) 16GB DDR4 1 TB PCIe SSD NVIDIA GeForce RTX 3070 Windows 11 Home 64-bit,"['Intel Core i7 12th Gen 12700F (2.10GHz) \r', '16GB DDR4 \r', '1 TB PCIe SSD \r', 'Windows 11 Home 64-bit \r', 'NVIDIA GeForce RTX 3070 8 GB GDDR6 \r', 'Virtual Reality Ready']","$1,629.99 ",3.8,
104,"Dell Inspiron 3891 Desktop, 10th Gen Intel Core i5-10400 6-Core Processor,8GB DDR4,256GB SSD Plus 1TB HDD,Intel UHD Graphics,Wifi-AX, Bluetooth 5, USB, HDMI,VGA, Windows 11 Pro",['•All orders ship out within 1-2 business days via free Expedited shipping Dell Inspiron 3891 Desktop Computer10th Generation Intel Core i5-10400 6-Core Processor 2.90 GHz Up to 4.30 GHz8GB DDR4 RAM256GB Solid State Drive1TB HDD **DUAL HARD DRIVE**Intel UHD Graphics 630Wifi 802.11AXBlueTooth 54 x USB 3.04 x USB 2.01x HDMI1 x VGA1 x Headphone JackDual Monitor CapableWindows 11 Pro 64 Bit'],$675.00 –,,C & C Tech Products
105,Adamant Custom 16-Core Liquid Cooled Workstation Desktop Computer PC Intel Core i9 12900K 3.2Ghz Z690 AORUS 128Gb DDR4 1TB NVMe SSD 5TB HDD 750W WiFi Bluetooth HDMi/DisplayPort,"['CPU 16-Core (8P+8E) Intel Core i9-12900K 3.2GHz', 'Dual 120mm Quiet Edition Water / Liquid CPU Cooler', 'MB GIGABYTE Z690 AORUS ELITE WiFi&Bluetooth ', 'RAM 128GB DDR4 High Performance Memory', 'M.2 SSD 1TB Samsung 980 PCI-Express 3.0x4', 'HDD 5TB Storage Drive', 'GPU Onboard Intel UHD Graphics 770 HDMI/DisplayPort', 'PSU Thermaltake Smart 750W 80 PLUS Bronze', 'Wi-Fi 802.11 a/b/g/n/ac / Bluetooth', 'OS Windows 11 Pro 64-bit', 'Assembled and Tested, 3 Years Parts / Labor Warranty']","$2,499.99 –",,
106,iBUYPOWER Gaming Desktop TraceMR274i Intel Core i5 11th Gen 11400F (2.60GHz) 16GB DDR4 1TB HDD 500 GB SSD NVIDIA GeForce RTX 3060 Windows 11 Home 64-bit,"['Intel Core i5 11th Gen 11400F (2.60GHz) \r', '16GB DDR4 \r', '1TB HDD 500 GB SSD \r', 'Windows 11 Home 64-bit \r', 'NVIDIA GeForce RTX 3060']","$1,099.99 –",4.7,
107,"Skytech PRISM II Gaming PC Desktop - AMD Ryzen 7 5800X, RTX 3080 10GB GDDR6X, 16GB DDR4 3200, 1TB Gen4 SSD, RGB Fans, AC Wi-Fi, Windows 10 Home 64-bit, Black","['AMD Ryzen 7 5800X 8-Core 3.8GHz (4.7GHz Max Boost) CPU, 1TB Gen4 NVMe SSD\r', 'GeForce RTX 3080 10GB GDDR6X Graphics Card (Brand May Vary), 16GB DDR4 3200MHz Gaming Memory, Windows 10 Home 64-bit\r', '802.11ac, No Bloatware, Graphic output options including HDMI & DisplayPort, USB Ports including 2.0, 3.0, and 3.2 Ports, HD Audio and Mic, Free Gaming Keyboard and Mouse\r', '9 x RGB Fans, Skytech Prism II - Black']","$2,613.99 –",4.0,
108,HP Desktop Computer Pavilion TP01-2060 Ryzen 7 5000 Series 5700G (3.80GHz) 16GB DDR4 1TB HDD 256 GB PCIe SSD AMD Radeon Graphics Windows 11 Home 64-bit,"['Ryzen 7 5000 Series 5700G (3.80GHz) \r', '16GB DDR4 \r', '1TB HDD 256 GB PCIe SSD \r', 'Windows 11 Home 64-bit \r', 'AMD Radeon Graphics']",$769.99 ,,Sold & Shipped by Newegg
109,iBUYPOWER Gaming Desktop SlateMR293i Intel Core i9 11th Gen 11900KF (3.50GHz) 16GB DDR4 1 TB SSD NVIDIA GeForce RTX 3070 Windows 11 Home 64-bit,"['Intel Core i9 11th Gen 11900KF (3.50GHz) \r', '16GB DDR4 \r', '1 TB SSD \r', 'Windows 11 Home 64-bit \r', 'NVIDIA GeForce RTX 3070']","$1,799.99 –",4.1,Sold & Shipped by Newegg
110,CyberpowerPC Gaming Desktop Gamer Xtreme GX60130 Intel Core i7 11th Gen 11700F (2.50GHz) 16GB DDR4 500 GB M.2 NVMe SSD NVIDIA GeForce RTX 2060 Windows 11 Home 64-bit,"['Intel Core i7 11th Gen 11700F (2.50GHz) \r', '16GB DDR4 \r', '500 GB M.2 NVMe SSD \r', 'Windows 11 Home 64-bit \r', 'NVIDIA GeForce RTX 2060 6 GB GDDR6 \r', 'Virtual Reality Ready']","$1,358.99 –",4.0,
111,Yeyian Gaming Desktop YPI-SHOX13-01 Intel Core i5 13th Gen 13600KF (3.50GHz) 16GB DDR5 1TB NVMe SSD NVIDIA GeForce RTX 3070 Windows 11 Home,"['Intel Core i5 13th Gen 13600KF (3.50GHz) \r', '16GB DDR5 \r', '1TB NVMe SSD\r', 'Windows 11 Home \r', 'NVIDIA GeForce RTX 3070 8 GB GDDR6']","$1,449.00 –",,Sold & Shipped by Newegg
112,"Dell OptiPlex 7090 Desktop, Intel Core i7-11700 Upto 4.9GHz, 32GB RAM, 1TB NVMe SSD + 1TB HDD, DVDRW, DisplayPort, Wi-Fi, Bluetooth, Windows 10 Pro","['Customized Dell OptiPlex 7090 Desktop', 'Intel Core i7-11700 2.5 - 4.9GHz', '32GB DDR4 RAM', 'Upgraded 1TB NVMe SSD + 1TB HDD', 'DVDRW', 'DisplayPort', 'LAN, Wi-Fi, Bluetooth', 'Windows 10 Pro']","$1,249.99 –",4.0,Craving Savings
113,"MSI All-in-One Computer PRO 22XT 10M-459US Intel Core i3 10th Gen 10100 (3.60GHz) 8GB DDR4 256 GB M.2 NVMe SSD 21.5"" Touchscreen Windows 11 Home 64-bit","['Intel Core i3 10th Gen 10100 (3.60GHz) \r', '8GB DDR4 256 GB M.2 NVMe SSD \r', '21.5"" Touchscreen 1920 x 1080 \r', 'Windows 11 Home 64-bit \r', 'Intel UHD Graphics 630']",$739.00 ,3.0,Sold & Shipped by Newegg
114,"MSI All-in-One Computer PRO AP241Z 5M-072US Ryzen 7 5000 Series 5700G (3.80GHz) 16GB DDR4 500 GB PCIe SSD 23.8"" Windows 11 Home 64-bit","['Ryzen 7 5000 Series 5700G (3.80GHz) \r', '16GB DDR4 500 GB PCIe SSD \r', '23.8"" 1920 x 1080 \r', 'Windows 11 Home 64-bit \r', 'AMD Radeon Graphics']",$929.00 ,,
115,MSI Business Desktop PRO DP20ZA 5M-058US Ryzen 7 5000 Series 5700G (3.80GHz) 16GB DDR4 250 GB PCIe SSD AMD Radeon Graphics Windows 10 Pro 64-bit,"['Ryzen 7 5000 Series 5700G (3.80GHz) \r', '16GB DDR4 \r', '250 GB PCIe SSD \r', 'Windows 10 Pro 64-bit \r', 'AMD Radeon Graphics']",$639.00 ,5.0,
116,"MSI All-in-One Computer Modern AM242TP 11M-875US Intel Core i5 11th Gen 1135G7 (2.40GHz) 8GB DDR4 256 GB M.2 NVMe SSD 23.8"" Touchscreen Windows 11 Home 64-bit","['Intel Core i5 11th Gen 1135G7 (2.40GHz) \r', '8GB DDR4 256 GB M.2 NVMe SSD \r', '23.8"" Touchscreen 1920 x 1080 \r', 'Windows 11 Home 64-bit \r', 'Intel Iris Xe Graphics']",$918.99 ,3.0,
117,"MSI All-in-One Computer PRO AP241 11M-010US Pentium Gold G6405 (4.10GHz) 4GB DDR4 120 GB M.2 SATA SSD 23.8"" Windows 10 Pro 64-bit","['Pentium Gold G6405 (4.10GHz) \r', '4GB DDR4 120 GB M.2 SATA SSD \r', '23.8"" 1920 x 1080 \r', 'Windows 10 Pro 64-bit \r', 'Intel UHD Graphics 610\r', '*The Windows 11 upgrade will be delivered to qualifying devices late 2021 into 2022. Timing varies by device. Certain features require additional hardware (see aka.ms/windows11-spec)']",$499.00 ,5.0,Sold & Shipped by Newegg
118,"MSI All-in-One Computer PRO AP241 11M-009US Intel Core i3 10th Gen 10105 (3.70GHz) 8GB DDR4 250 GB M.2 NVMe SSD 23.8"" Windows 11 Home 64-bit","['Intel Core i3 10th Gen 10105 (3.70GHz) \r', '8GB DDR4 250 GB M.2 NVMe SSD \r', '23.8"" 1920 x 1080 \r', 'Windows 11 Home 64-bit \r', 'Intel UHD Graphics 630']",,5.0,Sold & Shipped by Newegg
119,"MSI All-in-One Computer PRO 22XT 10M-484US Intel Core i3 10th Gen 10100 (3.60GHz) 8GB DDR4 256 GB M.2 NVMe SSD 21.5"" Touchscreen Windows 11 Home 64-bit","['Intel Core i3 10th Gen 10100 (3.60GHz) \r', '8GB DDR4 256 GB M.2 NVMe SSD \r', '21.5"" Touchscreen 1920 x 1080 \r', 'Windows 11 Home 64-bit \r', 'Intel UHD Graphics 630']",$679.00 ,3.0,
120,"MSI All-in-One Computer Modern AM242 11M-891US Intel Core i3 11th Gen 1115G4 (3.00GHz) 8GB DDR4 256 GB M.2 NVMe SSD 23.8"" Windows 11 Home 64-bit","['Intel Core i3 11th Gen 1115G4 (3.00GHz) \r', '8GB DDR4 256 GB M.2 NVMe SSD \r', '23.8"" 1920 x 1080 \r', 'Windows 11 Home 64-bit \r', 'Intel UHD Graphics']",$639.00 ,,
121,"MSI All-in-One Computer Modern AM242P 11M-1070US Intel Core i3 11th Gen 1115G4 (3.00GHz) 8GB DDR4 256 GB M.2 NVMe SSD 23.8"" Windows 11 Home 64-bit","['Intel Core i3 11th Gen 1115G4 (3.00GHz) \r', '8GB DDR4 256 GB M.2 NVMe SSD \r', '23.8"" 1920 x 1080 \r', 'Windows 11 Home 64-bit \r', 'Intel UHD Graphics']",$664.00 ,,Sold & Shipped by Newegg
122,"MSI All-in-One Computer Modern AM242T 11M-1432US Intel Core i3 11th Gen 1115G4 (3.00GHz) 8GB DDR4 256 GB PCIe SSD 23.8"" Touchscreen Windows 11 Home 64-bit","['Intel Core i3 11th Gen 1115G4 (3.00GHz) \r', '8GB DDR4 256 GB PCIe SSD \r', '23.8"" Touchscreen 1920 x 1080 \r', 'Windows 11 Home 64-bit \r', 'Intel UHD Graphics']",$715.99 ,,Sold & Shipped by Newegg
123,"MSI All-in-One Computer Modern AM242 11M-892US Intel Core i3 11th Gen 1115G4 (3.00GHz) 8GB DDR4 256 GB M.2 NVMe SSD 23.8"" Windows 11 Home 64-bit","['Intel Core i3 11th Gen 1115G4 (3.00GHz) \r', '8GB DDR4 256 GB M.2 NVMe SSD \r', '23.8"" 1920 x 1080 \r', 'Windows 11 Home 64-bit \r', 'Intel UHD Graphics']",$702.99 ,,
124,"MSI All-in-One Computer PRO 22XT 10M-617US Intel Core i3 10th Gen 10100 (3.60GHz) 8GB DDR4 256 GB PCIe SSD 21.5"" Touchscreen Windows 11 Pro 64-bit","['Intel Core i3 10th Gen 10100 (3.60GHz) \r', '8GB DDR4 256 GB PCIe SSD \r', '21.5"" Touchscreen 1920 x 1080 \r', 'Windows 11 Pro 64-bit \r', 'Intel UHD Graphics 630']",$849.00 ,3.0,
125,"MSI All-in-One Computer Modern AM242P 11M-1069US Intel Core i3 11th Gen 1115G4 (3.00GHz) 8GB DDR4 256 GB M.2 NVMe SSD 23.8"" Windows 11 Home 64-bit","['Intel Core i3 11th Gen 1115G4 (3.00GHz) \r', '8GB DDR4 256 GB M.2 NVMe SSD \r', '23.8"" 1920 x 1080 \r', 'Windows 11 Home 64-bit \r', 'Intel UHD Graphics']",$664.00 –,,Sold & Shipped by Newegg
126,"MSI All-in-One Computer Modern AM242T 11M-1431US Intel Core i3 11th Gen 1115G4 (3.00GHz) 8GB DDR4 256 GB PCIe SSD 23.8"" Touchscreen Windows 11 Home 64-bit","['Intel Core i3 11th Gen 1115G4 (3.00GHz) \r', '8GB DDR4 256 GB PCIe SSD \r', '23.8"" Touchscreen 1920 x 1080 \r', 'Windows 11 Home 64-bit \r', 'Intel UHD Graphics']",$749.99 ,,Sold & Shipped by Newegg
127,"MSI All-in-One Computer PRO 22XT 10M-623US Intel Core i3 10th Gen 10100 (3.60GHz) 8GB DDR4 256 GB PCIe SSD 21.5"" Touchscreen Windows 11 Home 64-bit","['Intel Core i3 10th Gen 10100 (3.60GHz) \r', '8GB DDR4 256 GB PCIe SSD \r', '21.5"" Touchscreen 1920 x 1080 \r', 'Windows 11 Home 64-bit \r', 'Intel UHD Graphics 630']",$739.00 ,,Sold & Shipped by Newegg
128,MSI Business Desktop Creator P50 12TC-091US Intel Core i7 12th Gen 12700F (2.10GHz) 32GB DDR4 1 TB PCIe SSD NVIDIA GeForce RTX 3060 (ITX) Windows 11 Pro 64-bit,"['Intel Core i7 12th Gen 12700F (2.10GHz) \r', '32GB DDR4 \r', '1 TB PCIe SSD \r', 'Windows 11 Pro 64-bit \r', 'NVIDIA GeForce RTX 3060 (ITX) 12 GB GDDR6']","$1,749.00 ",,Sold & Shipped by Newegg
129,"MSI All-in-One Computer PRO AP241 11M-003US Intel Core i3 10th Gen 10105 (3.70 GHz) 8 GB DDR4 250 GB PCIe SSD 23.8"" Windows 11 Home 64-bit","['Intel Core i3 10th Gen 10105 (3.70 GHz) \r', '8 GB DDR4 250 GB PCIe SSD \r', '23.8"" 1920 x 1080 \r', 'Windows 11 Home 64-bit \r', 'Intel UHD Graphics 630']",$699.99 ,5.0,Sold & Shipped by Newegg
130,"MSI All-in-One Computer Modern AM242TP 11M-873US Intel Core i7 11th Gen 1165G7 (2.80GHz) 16GB DDR4 512 GB M.2 NVMe SSD 23.8"" Touchscreen Windows 11 Home 64-bit","['Intel Core i7 11th Gen 1165G7 (2.80GHz) \r', '16GB DDR4 512 GB M.2 NVMe SSD \r', '23.8"" Touchscreen 1920 x 1080 \r', 'Windows 11 Home 64-bit \r', 'Intel Iris Xe Graphics']","$1,199.00 ",3.0,
131,"Refurbished: Dell Optiplex 7040 Tower, i7-6700 Quad Core upto4.2 Ghz, 1TB SSD, 16GB RAM, 4K UHD 3-Monitor Support, 2x Display Port, HDMI, DVDRW, Windows 10 Pro, WiFi, Keyboard and Mouse Included","['Optiplex 7040 7000 Series Workstation Mini-Tower Computer \r', 'Intel Quad Core i7-6700 3.4GHz upto 4.0GHz\r', 'Upgraded 1TB Solid State Drive\r', '16GB DDR4 RAM\r', 'WiFi N 802.11\r', 'Internal Speaker, USB 3.1, USB 3.0, DVD-RW\r', 'Intel UHD Graphics 630, 4K 3-Monitor Support (2 x Display Port, 1 x HDMI\r', 'Windows 10 Professional 64-Bit\r', 'Keyboard and Mouse Included']",$379.99 ,4.4,
132,ABS Gladiator Gaming PC - AMD Ryzen 5 5600G - GeForce RTX 3070 - 16GB (2x8GB) DDR4 3200MHz - 1TB M.2 NVMe SSD,"['Operating System: Windows 10 Home\r', 'CPU: AMD RYZEN 5 5600G Cezanne (Zen 3) 3.90GHz (4.40GHz Max Boost) 6-Core 12-Thread \r', 'GPU: NVIDIA GeForce RTX 3070 8 GB (Brand May Vary)\r', 'Chipset: AMD X570\r', 'RAM: 16GB DDR4 3200MHz (2 x 8GB)\r', 'SSD: 1TB M.2 NVMe SSD\r', 'CPU Cooler: RGB Air Cooler\r', 'PSU: 700W 80 Plus Gold\r', 'Case: ASUS ROG Z11\r', 'Dimensions: 20.91"" x 7.64"" x 15.20""\r', 'WiFi: Yes\r', 'Bluetooth: Yes\r', 'VR Ready: Yes']","$1,899.99 –",3.0,
133,"ASUS PN50 Mini PC, AMD Ryzen 5 4500U Upto 4.0GHz, 16GB RAM, 256GB NVMe SSD, HDMI, DisplayPort, Card Reader, Wi-Fi, Bluetooth, Windows 10 Pro","['Customized ASUS PN50 Mini PC', 'AMD Ryzen 5 4500U 2.3 - 4.0GHz', '16GB DDR4 RAM', 'Upgraded 256GB NVMe SSD', 'Card Reader', 'HDMI, DisplayPort', 'LAN, Wi-Fi, Bluetooth', 'Windows 10 Pro']",$589.99 ,,
134,"Refurbished: Dell Optiplex 3080 Small Form Factor Desktop, Intel i5 10500 3.1Ghz, 16GB DDR4, 256GB NVMe M.2 SSD, HDMI, DVD-RW, Windows 10 Pro (Grade B)","['Intel Core i5 10th Gen, 10500 (3.10GHz)', '16GB DDR4 Memory Installed', '256GB PCIe NVMe Hard Drive Installed', 'Intel UHD Graphics 630', 'Windows 10 Pro Installed and Activated, ready to go out of the box', 'Monitor, Mouse, Keyboard and Wifi are not Included', 'Note: This is a Grade B desktop, Please Read Details']",$454.99 ,,
135,ABS Tempest Ruby High Performance Gaming PC – Ryzen 9 7900X – Radeon 7900 XTX - 32GB DDR5 5600MHz - 2TB M.2 NVMe SSD – SR7900X7900XTX,"['Operating System: Windows 11 Home\r', 'CPU: AMD Ryzen 9 7900X 4.7GHz (5.6GHz Max Boost) 12-Core 24-Thread\r', 'GPU: AMD Radeon 7900 XTX (Brand May vary)\r', 'Motherboard: X670 motherboard\r', 'RAM: 32GB DDR5 5600 MHz (2x16GB)\r', 'SSD: 2TB NVMe SSD\r', 'CPU Cooler: 360MM Cooler\r', 'PSU: 850W Gold PSU\r', 'Case: ABS Tempest VG350 Pearl Snow\r', 'Dimension: 18.7” x 8.7” x 18.15” inches\r', 'WiFi: Yes\r', 'Bluetooth: Yes\r', 'VR Ready: Yes']","$2,799.99 –",,
136,ABS Stratos Ruby High Performance Gaming PC – Ryzen 5 7600X – Radeon 7900 XT - 16GB DDR5 5600MHz - 1TB M.2 NVMe SSD – SR7600X7900XT,"['Operating System: Windows 11 Home\r', 'CPU: AMD Ryzen 5 7600X 4.7GHz (5.3GHz Max Boost) 6-Core 12-Thread\r', 'GPU: AMD Radeon 7900 XT (Brand May vary)\r', 'Motherboard: B650 motherboard \r', 'RAM: 16GB DDR5 5600 MHz (2x8GB)\r', 'SSD: 1TB NVMe SSD\r', 'CPU Cooler: 240MM Cooler\r', 'PSU: 700W Gold PSU\r', 'Case: ABS Stratos S200 Obsidian Black\r', 'Dimension: 18.11"" x 8.27"" x 15.56"" inch\r', 'WiFi: Yes\r', 'Bluetooth: Yes\r', 'VR Ready: Yes']","$2,099.99 –",,
137,ABS Gladiator Gaming PC – AMD Ryzen 7 7700X - GeForce RTX 3070 - 32GB DDR5 6000MHz –1TB M.2 NVMe SSD,"['Operating System: Windows 11 Home\r', 'CPU: AMD Ryzen 7 7700X\r', 'GPU: NVIDIA GeForce RTX 3070\r', 'Motherboard: X670 Motherboard\r', 'RAM: RGB 32GB DDR5 6000MHz (2x16GB)\r', 'SSD: 1TB M.2 NVMe SSD\r', 'CPU Cooler: RGB AIO 240mm CPU Cooler\r', 'PSU: 750W 80 Plus Gold \r', 'Case: Deepcool Matrexx 50\r', 'Dimension: 18.90"" x 8.27"" x 17.32""\r', 'WiFi: Yes\r', 'Bluetooth: Yes\r', 'VR Ready: Yes\r', 'Peripheral: Gaming Keyboard and Gaming Mouse']","$1,999.99 –",,
138,ASUS ROG MAXIMUS VI EXTREME LGA 1150 Intel Z87 HDMI SATA 6Gb/s USB 3.0 ATX Intel Gaming Motherboard,"['OC Panel\r', 'Extreme Engine Digi+ III\r', 'mPCIe Combo II (8011ac + BT 0, M.2 SSD support)\r', 'SSD Secure Erase\r', 'ROG RamDisk']","$1,392.47 ",3.5,Corn Electronics
139,ASUS 2T2R Dual Band WiFi Moving Antenna For Rog Strix Z270 Z370 X370 Z390 GAMING,"['- Frequency range: 2.4/5 GHz', '- Network Connections: Wireless-Wi-Fi 802.11a, Wireless-Wi-Fi 802.11ac, Wireless-Wi-Fi 802.11b, Wireless-Wi-Fi 802.11g, Wireless-Wi-Fi 802.11n', '- Connector type: SMA', '-Directivity: omnidirectional', '-Type: Antenna']",$21.30 ,5.0,
140,Fitbit Versa Smart Watch Black and Black Aluminium One Size S & L Bands Included,['Black'],$67.61 –,,Active Sale
141,Apple Watch Series 7 45mm Green Aluminum Case with Clover Sport Band MKN73LL/A,"['Always-on Retina display has nearly 20% more screen area than Series 6, making everything easier to see and use', 'The most crack-resistant front crystal yet on an Apple Watch, IP6X dust resistance, and swimproof design', 'Measure your blood oxygen with a powerful sensor and app', 'Take an ECG anytime, anywhere', 'Get high and low heart rate, and irregular heart rhythm notifications', 'Stay in the moment with the new Mindfulness app, and reach your sleep goals with the Sleep app', 'Track new tai chi and pilates workouts, in addition to favorites like running, yoga, swimming, and dance', 'Track your daily activity on Apple Watch, and see your trends in the Fitness app on iPhone', 'Sync your favorite music, podcasts, and audiobooks', 'Pay instantly and securely from your wrist with Apple Pay']",$385.00 ,,
142,B75 LGA 1155 Motherboard Support LGA1155 Processor DDR3 M-ATX for I3/I5/I7 Integrated Graphics Mainboard X7-V124,['B75 LGA 1155 Motherboard Support LGA1155 Processor DDR3 M-ATX for I3/I5/I7 Integrated Graphics Mainboard X7-V124'],$106.66 ,,Smith's Computer Market
143,19.5V 11.8A 230W 7.4x5.0mm Chicony A17-230P1A Power Supply AC Adapter For MSI GL75 GP75 LEOPARD GL65 P65 Laptop Charger,['19.5V 11.8A 230W 7.4x5.0mm Chicony A17-230P1A Power Supply AC Adapter For MSI GL75 GP75 LEOPARD GL65 P65 Laptop Charger'],$95.28 ,,Vszerda
